Disease,Symptoms
Paralysis (brain hemorrhage),"vomiting, loss of balance, altered sensorium, headache, weakness of one body side"
Paralysis (brain hemorrhage),"weakness of one body side, headache, loss of balance, altered sensorium, vomiting"
Paralysis (brain hemorrhage),"vomiting, altered sensorium, weakness of one body side, loss of balance, headache"
Paralysis (brain hemorrhage),"loss of balance, weakness of one body side, vomiting, altered sensorium, headache"
Paralysis (brain hemorrhage),"vomiting, loss of balance, weakness of one body side, altered sensorium, headache"
Parkinson's Disease,"tremors, slow movement, stiffness, balance issues, vomiting"
Parkinson's Disease,"tremors, vomiting, stiffness, balance issues, slow movement"
Parkinson's Disease,"vomiting, tremors, stiffness, slow movement, balance issues"
Parkinson's Disease,"vomiting, slow movement, stiffness, tremors, balance issues"
Parkinson's Disease,"slow movement, vomiting, tremors, stiffness, balance issues"
Parkinson's Disease,"stiffness, balance issues, tremors, vomiting, slow movement"
Parkinson's Disease,"vomiting, slow movement, stiffness, balance issues, tremors"
Parkinson's Disease,"vomiting, balance issues, slow movement, tremors, stiffness"
Parkinson's Disease,"slow movement, balance issues, vomiting, tremors, stiffness"
Parkinson's Disease,"vomiting, stiffness, slow movement, balance issues, tremors"
Pelvic Inflammatory Disease,"lower abdominal pain, pain during intercourse, unusual vaginal discharge, fever, fatigue"
Pelvic Inflammatory Disease,"fatigue, fever, lower abdominal pain, pain during intercourse, unusual vaginal discharge"
Pelvic Inflammatory Disease,"pain during intercourse, fever, fatigue, lower abdominal pain, unusual vaginal discharge"
Pelvic Inflammatory Disease,"pain during intercourse, lower abdominal pain, fever, unusual vaginal discharge, fatigue"
Pelvic Inflammatory Disease,"fever, pain during intercourse, lower abdominal pain, unusual vaginal discharge, fatigue"
Pelvic Inflammatory Disease,"pain during intercourse, fever, unusual vaginal discharge, fatigue, lower abdominal pain"
Pelvic Inflammatory Disease,"unusual vaginal discharge, pain during intercourse, fever, lower abdominal pain, fatigue"
Pelvic Inflammatory Disease,"fatigue, lower abdominal pain, pain during intercourse, unusual vaginal discharge, fever"
Pelvic Inflammatory Disease,"unusual vaginal discharge, lower abdominal pain, fever, pain during intercourse, fatigue"
Peptic ulcer disease,"indigestion, vomiting, loss of appetite, abdominal pain, passage of gases"
Peptic ulcer disease,"indigestion, loss of appetite, abdominal pain, vomiting, passage of gases"
Peptic ulcer disease,"abdominal pain, passage of gases, indigestion, vomiting, loss of appetite"
Peptic ulcer disease,"vomiting, abdominal pain, indigestion, loss of appetite, passage of gases"
Peptic ulcer disease,"abdominal pain, loss of appetite, vomiting, passage of gases, indigestion"
Peptic ulcer disease,"vomiting, abdominal pain, passage of gases, loss of appetite, indigestion"
Peptic ulcer disease,"vomiting, abdominal pain, loss of appetite, passage of gases, indigestion"
Peptic ulcer disease,"loss of appetite, passage of gases, vomiting, abdominal pain, indigestion"
Peptic ulcer disease,"indigestion, abdominal pain, loss of appetite, vomiting, passage of gases"
Peptic ulcer disease,"passage of gases, indigestion, abdominal pain, vomiting, loss of appetite"
Peripheral Neuropathy,"yellowing skin, cough, loss of taste or smell, shortness of breath, fatigue"
Peripheral Neuropathy,"loss of taste or smell, yellowing skin, cough, fatigue, shortness of breath"
Peripheral Neuropathy,"yellowing skin, cough, shortness of breath, loss of taste or smell, fatigue"
Peripheral Neuropathy,"cough, loss of taste or smell, shortness of breath, yellowing skin, fatigue"
Peripheral Neuropathy,"yellowing skin, fatigue, shortness of breath, loss of taste or smell, cough"
Peripheral Neuropathy,"fatigue, cough, yellowing skin, loss of taste or smell, shortness of breath"
Peripheral Neuropathy,"cough, loss of taste or smell, fatigue, yellowing skin, shortness of breath"
Peripheral Neuropathy,"fatigue, loss of taste or smell, cough, shortness of breath, yellowing skin"
Peripheral Neuropathy,"shortness of breath, yellowing skin, cough, loss of taste or smell, fatigue"
Peripheral Neuropathy,"loss of taste or smell, shortness of breath, yellowing skin, cough, fatigue"
Plague,"swollen lymph nodes, chills, high fever, skin turning black, fatigue"
Plague,"fatigue, swollen lymph nodes, skin turning black, high fever, chills"
Plague,"chills, swollen lymph nodes, high fever, skin turning black, fatigue"
Plague,"skin turning black, high fever, chills, fatigue, swollen lymph nodes"
Plague,"skin turning black, chills, high fever, fatigue, swollen lymph nodes"
Plague,"swollen lymph nodes, fatigue, chills, skin turning black, high fever"
Plague,"skin turning black, fatigue, swollen lymph nodes, chills, high fever"
Plague,"high fever, skin turning black, fatigue, swollen lymph nodes, chills"
Plague,"swollen lymph nodes, fatigue, skin turning black, high fever, chills"
Plague,"fatigue, skin turning black, high fever, swollen lymph nodes, chills"
Pneumonia,"numbness, chest pain, cough, shortness of breath, fatigue"
Pneumonia,"shortness of breath, fatigue, cough, chest pain, numbness"
Pneumonia,"shortness of breath, numbness, cough, chest pain, fatigue"
Pneumonia,"cough, chest pain, shortness of breath, numbness, fatigue"
Pneumonia,"cough, chest pain, fatigue, numbness, shortness of breath"
Pneumonia,"numbness, chest pain, cough, fatigue, shortness of breath"
Pneumonia,"fatigue, shortness of breath, numbness, chest pain, cough"
Pneumonia,"chest pain, cough, shortness of breath, numbness, fatigue"
Pneumonia,"cough, chest pain, fatigue, shortness of breath, numbness"
Pneumonia,"shortness of breath, fatigue, chest pain, numbness, cough"
Polycystic Ovary Syndrome,"slow wound healing, dehydration, low blood pressure, severe diarrhea, vomiting"
Polycystic Ovary Syndrome,"severe diarrhea, slow wound healing, dehydration, low blood pressure, vomiting"
Polycystic Ovary Syndrome,"slow wound healing, severe diarrhea, dehydration, vomiting, low blood pressure"
Polycystic Ovary Syndrome,"dehydration, slow wound healing, low blood pressure, vomiting, severe diarrhea"
Polycystic Ovary Syndrome,"vomiting, dehydration, slow wound healing, severe diarrhea, low blood pressure"
Polycystic Ovary Syndrome,"vomiting, low blood pressure, slow wound healing, severe diarrhea, dehydration"
Polycystic Ovary Syndrome,"slow wound healing, dehydration, severe diarrhea, low blood pressure, vomiting"
Polycystic Ovary Syndrome,"low blood pressure, severe diarrhea, dehydration, slow wound healing, vomiting"
Polycystic Ovary Syndrome,"dehydration, severe diarrhea, vomiting, slow wound healing, low blood pressure"
Polycystic Ovary Syndrome,"vomiting, dehydration, severe diarrhea, slow wound healing, low blood pressure"
Pontiac Fever,"fever, chills, headache, muscle pain, fatigue"
Pontiac Fever,"fever, fatigue, chills, headache, muscle pain"
Pontiac Fever,"headache, chills, fatigue, fever, muscle pain"
Pontiac Fever,"muscle pain, chills, headache, fever, fatigue"
Pontiac Fever,"headache, fever, chills, muscle pain, fatigue"
Pontiac Fever,"fever, headache, muscle pain, fatigue, chills"
Pontiac Fever,"chills, headache, muscle pain, fatigue, fever"
Pontiac Fever,"muscle pain, fatigue, headache, chills, fever"
Pontiac Fever,"muscle pain, headache, chills, fever, fatigue"
Pontiac Fever,"chills, fatigue, headache, fever, muscle pain"
Prostate Cancer,"skin sores, chest pain, cough, shortness of breath, fatigue"
Prostate Cancer,"shortness of breath, chest pain, fatigue, cough, skin sores"
Prostate Cancer,"fatigue, cough, chest pain, skin sores, shortness of breath"
Prostate Cancer,"fatigue, skin sores, cough, shortness of breath, chest pain"
Prostate Cancer,"shortness of breath, skin sores, chest pain, fatigue, cough"
Prostate Cancer,"skin sores, fatigue, shortness of breath, chest pain, cough"
Prostate Cancer,"chest pain, cough, fatigue, shortness of breath, skin sores"
Prostate Cancer,"cough, shortness of breath, fatigue, skin sores, chest pain"
Prostate Cancer,"fatigue, chest pain, shortness of breath, skin sores, cough"
Prostate Cancer,"chest pain, skin sores, cough, fatigue, shortness of breath"
Psittacosis,"chills, dry cough, muscle pain, confusion, loss of appetite"
Psittacosis,"muscle pain, dry cough, confusion, chills, loss of appetite"
Psittacosis,"confusion, loss of appetite, dry cough, muscle pain, chills"
Psittacosis,"loss of appetite, confusion, muscle pain, dry cough, chills"
Psittacosis,"dry cough, loss of appetite, chills, muscle pain, confusion"
Psittacosis,"loss of appetite, muscle pain, confusion, dry cough, chills"
Psittacosis,"muscle pain, loss of appetite, dry cough, chills, confusion"
Psittacosis,"confusion, muscle pain, dry cough, loss of appetite, chills"
Psittacosis,"dry cough, muscle pain, confusion, chills, loss of appetite"
Psittacosis,"muscle pain, loss of appetite, confusion, chills, dry cough"
Psoriasis,"persistent chest pain, cough, loss of taste or smell, shortness of breath, fatigue"
Psoriasis,"cough, fatigue, persistent chest pain, shortness of breath, loss of taste or smell"
Psoriasis,"fatigue, cough, persistent chest pain, loss of taste or smell, shortness of breath"
Psoriasis,"cough, loss of taste or smell, shortness of breath, persistent chest pain, fatigue"
Psoriasis,"shortness of breath, cough, fatigue, persistent chest pain, loss of taste or smell"
Psoriasis,"persistent chest pain, shortness of breath, loss of taste or smell, fatigue, cough"
Psoriasis,"fatigue, persistent chest pain, loss of taste or smell, cough, shortness of breath"
Psoriasis,"shortness of breath, fatigue, cough, loss of taste or smell, persistent chest pain"
Psoriasis,"cough, shortness of breath, fatigue, persistent chest pain, loss of taste or smell"
Psoriasis,"cough, fatigue, shortness of breath, persistent chest pain, loss of taste or smell"
Q Fever,"moving worms under skin, chest pain, cough, shortness of breath, fatigue"
Q Fever,"cough, chest pain, moving worms under skin, shortness of breath, fatigue"
Q Fever,"fatigue, cough, moving worms under skin, chest pain, shortness of breath"
Q Fever,"moving worms under skin, shortness of breath, chest pain, fatigue, cough"
Q Fever,"chest pain, cough, shortness of breath, fatigue, moving worms under skin"
Q Fever,"chest pain, fatigue, shortness of breath, cough, moving worms under skin"
Q Fever,"fatigue, moving worms under skin, cough, chest pain, shortness of breath"
Q Fever,"chest pain, moving worms under skin, fatigue, cough, shortness of breath"
Q Fever,"shortness of breath, moving worms under skin, cough, fatigue, chest pain"
Q Fever,"fatigue, shortness of breath, cough, chest pain, moving worms under skin"
Rabies,"fear of water, excessive salivation, hallucinations, muscle spasms, confusion"
Rabies,"hallucinations, confusion, muscle spasms, excessive salivation, fear of water"
Rabies,"muscle spasms, confusion, fear of water, excessive salivation, hallucinations"
Rabies,"fear of water, hallucinations, muscle spasms, confusion, excessive salivation"
Rabies,"fear of water, confusion, excessive salivation, muscle spasms, hallucinations"
Rabies,"excessive salivation, confusion, muscle spasms, hallucinations, fear of water"
Rabies,"confusion, hallucinations, fear of water, excessive salivation, muscle spasms"
Rabies,"muscle spasms, hallucinations, fear of water, confusion, excessive salivation"
Rabies,"confusion, fear of water, hallucinations, excessive salivation, muscle spasms"
Rabies,"confusion, hallucinations, muscle spasms, fear of water, excessive salivation"
Raynaud Disease,"cold fingers or toes, numbness, pain in extremities, tingling, skin color changes"
Raynaud Disease,"cold fingers or toes, numbness, pain in extremities, skin color changes, tingling"
Raynaud Disease,"numbness, cold fingers or toes, tingling, pain in extremities, skin color changes"
Raynaud Disease,"numbness, pain in extremities, tingling, skin color changes, cold fingers or toes"
Raynaud Disease,"tingling, cold fingers or toes, numbness, pain in extremities, skin color changes"
Raynaud Disease,"tingling, skin color changes, pain in extremities, numbness, cold fingers or toes"
Raynaud Disease,"numbness, skin color changes, tingling, cold fingers or toes, pain in extremities"
Raynaud Disease,"pain in extremities, numbness, tingling, cold fingers or toes, skin color changes"
Raynaud Disease,"tingling, numbness, pain in extremities, cold fingers or toes, skin color changes"
Raynaud Disease,"numbness, cold fingers or toes, tingling, skin color changes, pain in extremities"
Relapsing Fever,"recurring high fever, muscle aches, dizziness, vomiting, loss of appetite"
Relapsing Fever,"loss of appetite, dizziness, recurring high fever, vomiting, muscle aches"
Relapsing Fever,"muscle aches, loss of appetite, recurring high fever, vomiting, dizziness"
Relapsing Fever,"muscle aches, loss of appetite, recurring high fever, dizziness, vomiting"
Relapsing Fever,"dizziness, recurring high fever, muscle aches, loss of appetite, vomiting"
Relapsing Fever,"vomiting, loss of appetite, recurring high fever, dizziness, muscle aches"
Relapsing Fever,"dizziness, loss of appetite, muscle aches, recurring high fever, vomiting"
Relapsing Fever,"vomiting, recurring high fever, dizziness, muscle aches, loss of appetite"
Relapsing Fever,"loss of appetite, muscle aches, dizziness, recurring high fever, vomiting"
Relapsing Fever,"recurring high fever, vomiting, loss of appetite, muscle aches, dizziness"
Restless Legs Syndrome,"uncontrollable leg movement, burning sensation in legs, worsening symptoms at night, tingling in legs, fatigue"
Restless Legs Syndrome,"tingling in legs, uncontrollable leg movement, fatigue, worsening symptoms at night, burning sensation in legs"
Restless Legs Syndrome,"tingling in legs, worsening symptoms at night, fatigue, burning sensation in legs, uncontrollable leg movement"
Restless Legs Syndrome,"uncontrollable leg movement, tingling in legs, worsening symptoms at night, fatigue, burning sensation in legs"
Restless Legs Syndrome,"burning sensation in legs, fatigue, tingling in legs, worsening symptoms at night, uncontrollable leg movement"
Restless Legs Syndrome,"burning sensation in legs, uncontrollable leg movement, worsening symptoms at night, fatigue, tingling in legs"
Restless Legs Syndrome,"tingling in legs, worsening symptoms at night, uncontrollable leg movement, fatigue, burning sensation in legs"
Restless Legs Syndrome,"burning sensation in legs, fatigue, worsening symptoms at night, tingling in legs, uncontrollable leg movement"
Restless Legs Syndrome,"uncontrollable leg movement, worsening symptoms at night, burning sensation in legs, fatigue, tingling in legs"
Restless Legs Syndrome,"uncontrollable leg movement, fatigue, tingling in legs, burning sensation in legs, worsening symptoms at night"
Retinopathy,"blurred vision, floaters, vision loss, difficulty seeing colors, fatigue"
Retinopathy,"fatigue, blurred vision, floaters, difficulty seeing colors, vision loss"
Retinopathy,"vision loss, fatigue, difficulty seeing colors, blurred vision, floaters"
Retinopathy,"fatigue, difficulty seeing colors, vision loss, floaters, blurred vision"
Retinopathy,"fatigue, floaters, blurred vision, difficulty seeing colors, vision loss"
Retinopathy,"difficulty seeing colors, blurred vision, vision loss, floaters, fatigue"
Retinopathy,"fatigue, blurred vision, difficulty seeing colors, floaters, vision loss"
Retinopathy,"fatigue, floaters, vision loss, blurred vision, difficulty seeing colors"
Retinopathy,"difficulty seeing colors, blurred vision, floaters, vision loss, fatigue"
Retinopathy,"blurred vision, vision loss, difficulty seeing colors, floaters, fatigue"
Rheumatoid Arthritis,"tingling, fever, night sweats, weight loss, fatigue"
Rheumatoid Arthritis,"tingling, fatigue, fever, night sweats, weight loss"
Rheumatoid Arthritis,"tingling, fatigue, night sweats, fever, weight loss"
Rheumatoid Arthritis,"fatigue, weight loss, fever, tingling, night sweats"
Rheumatoid Arthritis,"tingling, fatigue, weight loss, fever, night sweats"
Rheumatoid Arthritis,"night sweats, fatigue, tingling, fever, weight loss"
Rheumatoid Arthritis,"fever, night sweats, fatigue, weight loss, tingling"
Rheumatoid Arthritis,"night sweats, weight loss, fatigue, tingling, fever"
Rheumatoid Arthritis,"weight loss, fatigue, night sweats, fever, tingling"
Rheumatoid Arthritis,"weight loss, fever, tingling, night sweats, fatigue"
Rocky Mountain Spotted Fever,"muscle pain, cough, loss of taste or smell, shortness of breath, fatigue"
Rocky Mountain Spotted Fever,"cough, muscle pain, fatigue, shortness of breath, loss of taste or smell"
Rocky Mountain Spotted Fever,"fatigue, cough, shortness of breath, muscle pain, loss of taste or smell"
Rocky Mountain Spotted Fever,"shortness of breath, fatigue, muscle pain, loss of taste or smell, cough"
Rocky Mountain Spotted Fever,"shortness of breath, muscle pain, fatigue, loss of taste or smell, cough"
Rocky Mountain Spotted Fever,"cough, fatigue, muscle pain, loss of taste or smell, shortness of breath"
Rocky Mountain Spotted Fever,"fatigue, muscle pain, loss of taste or smell, shortness of breath, cough"
Rocky Mountain Spotted Fever,"fatigue, loss of taste or smell, cough, muscle pain, shortness of breath"
Rocky Mountain Spotted Fever,"shortness of breath, loss of taste or smell, muscle pain, cough, fatigue"
Rocky Mountain Spotted Fever,"fatigue, loss of taste or smell, shortness of breath, muscle pain, cough"
Rotavirus,"severe diarrhea, vomiting, dehydration, stomach pain, fatigue"
Rotavirus,"stomach pain, dehydration, severe diarrhea, vomiting, fatigue"
Rotavirus,"severe diarrhea, fatigue, stomach pain, dehydration, vomiting"
Rotavirus,"severe diarrhea, stomach pain, vomiting, fatigue, dehydration"
Rotavirus,"severe diarrhea, dehydration, fatigue, stomach pain, vomiting"
Rotavirus,"vomiting, fatigue, stomach pain, severe diarrhea, dehydration"
Rotavirus,"severe diarrhea, vomiting, stomach pain, fatigue, dehydration"
Rotavirus,"dehydration, stomach pain, vomiting, fatigue, severe diarrhea"
Rotavirus,"fatigue, dehydration, vomiting, stomach pain, severe diarrhea"
Rotavirus,"severe diarrhea, fatigue, dehydration, stomach pain, vomiting"
Roundworm Infection,"easy bruising, cough, loss of taste or smell, shortness of breath, fatigue"
Roundworm Infection,"fatigue, shortness of breath, easy bruising, cough, loss of taste or smell"
Roundworm Infection,"shortness of breath, fatigue, cough, loss of taste or smell, easy bruising"
Roundworm Infection,"cough, easy bruising, loss of taste or smell, shortness of breath, fatigue"
Roundworm Infection,"fatigue, shortness of breath, loss of taste or smell, cough, easy bruising"
Roundworm Infection,"easy bruising, loss of taste or smell, cough, fatigue, shortness of breath"
Roundworm Infection,"cough, fatigue, loss of taste or smell, shortness of breath, easy bruising"
Roundworm Infection,"shortness of breath, cough, loss of taste or smell, easy bruising, fatigue"
Roundworm Infection,"shortness of breath, loss of taste or smell, cough, fatigue, easy bruising"
Roundworm Infection,"fatigue, loss of taste or smell, cough, easy bruising, shortness of breath"
Rubella,"worsening symptoms at night, chills, sweating, high fever, headache"
Rubella,"high fever, worsening symptoms at night, chills, sweating, headache"
Rubella,"worsening symptoms at night, sweating, high fever, chills, headache"
Rubella,"high fever, headache, chills, worsening symptoms at night, sweating"
Rubella,"headache, sweating, worsening symptoms at night, high fever, chills"
Rubella,"chills, high fever, headache, sweating, worsening symptoms at night"
Rubella,"sweating, chills, worsening symptoms at night, headache, high fever"
Rubella,"headache, worsening symptoms at night, chills, high fever, sweating"
Rubella,"chills, sweating, worsening symptoms at night, headache, high fever"
Rubella,"sweating, worsening symptoms at night, chills, headache, high fever"
SARS,"liver damage, chills, sweating, high fever, headache"
SARS,"headache, liver damage, chills, sweating, high fever"
SARS,"high fever, liver damage, sweating, chills, headache"
SARS,"headache, chills, liver damage, high fever, sweating"
SARS,"headache, liver damage, high fever, sweating, chills"
SARS,"high fever, headache, sweating, chills, liver damage"
SARS,"high fever, chills, sweating, liver damage, headache"
SARS,"high fever, chills, liver damage, sweating, headache"
SARS,"sweating, liver damage, high fever, headache, chills"
SARS,"liver damage, sweating, headache, chills, high fever"
Salmonella Infection,"visual disturbances, cough, loss of taste or smell, shortness of breath, fatigue"
Salmonella Infection,"visual disturbances, loss of taste or smell, shortness of breath, fatigue, cough"
Salmonella Infection,"loss of taste or smell, cough, visual disturbances, shortness of breath, fatigue"
Salmonella Infection,"loss of taste or smell, cough, shortness of breath, fatigue, visual disturbances"
Salmonella Infection,"shortness of breath, fatigue, visual disturbances, loss of taste or smell, cough"
Salmonella Infection,"cough, fatigue, shortness of breath, loss of taste or smell, visual disturbances"
Salmonella Infection,"shortness of breath, cough, loss of taste or smell, visual disturbances, fatigue"
Salmonella Infection,"fatigue, loss of taste or smell, shortness of breath, cough, visual disturbances"
Salmonella Infection,"loss of taste or smell, fatigue, cough, visual disturbances, shortness of breath"
Salmonella Infection,"cough, fatigue, shortness of breath, visual disturbances, loss of taste or smell"
Sarcoidosis,"persistent dry cough, skin lump, swollen lymph nodes, joint pain, fatigue"
Sarcoidosis,"fatigue, persistent dry cough, joint pain, skin lump, swollen lymph nodes"
Sarcoidosis,"persistent dry cough, skin lump, swollen lymph nodes, fatigue, joint pain"
Sarcoidosis,"fatigue, persistent dry cough, joint pain, swollen lymph nodes, skin lump"
Sarcoidosis,"persistent dry cough, joint pain, skin lump, swollen lymph nodes, fatigue"
Sarcoidosis,"joint pain, fatigue, skin lump, swollen lymph nodes, persistent dry cough"
Sarcoidosis,"joint pain, swollen lymph nodes, persistent dry cough, fatigue, skin lump"
Sarcoidosis,"persistent dry cough, skin lump, fatigue, swollen lymph nodes, joint pain"
Sarcoidosis,"joint pain, fatigue, persistent dry cough, swollen lymph nodes, skin lump"
Sarcoidosis,"skin lump, fatigue, joint pain, persistent dry cough, swollen lymph nodes"
Scabies,"intense itching, rash, burrow tracks on skin, skin sores, vomiting"
Scabies,"burrow tracks on skin, rash, vomiting, intense itching, skin sores"
Scabies,"rash, vomiting, burrow tracks on skin, intense itching, skin sores"
Scabies,"rash, burrow tracks on skin, skin sores, intense itching, vomiting"
Scabies,"intense itching, rash, vomiting, burrow tracks on skin, skin sores"
Scabies,"intense itching, burrow tracks on skin, rash, vomiting, skin sores"
Scabies,"vomiting, rash, intense itching, burrow tracks on skin, skin sores"
Scabies,"burrow tracks on skin, intense itching, vomiting, rash, skin sores"
Scabies,"vomiting, intense itching, skin sores, rash, burrow tracks on skin"
Scabies,"skin sores, intense itching, burrow tracks on skin, vomiting, rash"
Schistosomiasis,"brain inflammation, cough, loss of taste or smell, shortness of breath, fatigue"
Schistosomiasis,"shortness of breath, brain inflammation, fatigue, loss of taste or smell, cough"
Schistosomiasis,"shortness of breath, loss of taste or smell, fatigue, brain inflammation, cough"
Schistosomiasis,"fatigue, brain inflammation, loss of taste or smell, cough, shortness of breath"
Schistosomiasis,"fatigue, loss of taste or smell, brain inflammation, shortness of breath, cough"
Schistosomiasis,"loss of taste or smell, shortness of breath, brain inflammation, cough, fatigue"
Schistosomiasis,"shortness of breath, brain inflammation, cough, loss of taste or smell, fatigue"
Schistosomiasis,"cough, shortness of breath, brain inflammation, loss of taste or smell, fatigue"
Schistosomiasis,"loss of taste or smell, cough, shortness of breath, brain inflammation, fatigue"
Schistosomiasis,"brain inflammation, fatigue, loss of taste or smell, shortness of breath, cough"
Shigellosis,"high blood pressure, cough, loss of taste or smell, shortness of breath, fatigue"
Shigellosis,"high blood pressure, loss of taste or smell, cough, fatigue, shortness of breath"
Shigellosis,"cough, loss of taste or smell, fatigue, shortness of breath, high blood pressure"
Shigellosis,"high blood pressure, cough, loss of taste or smell, fatigue, shortness of breath"
Shigellosis,"cough, high blood pressure, fatigue, loss of taste or smell, shortness of breath"
Shigellosis,"fatigue, cough, shortness of breath, loss of taste or smell, high blood pressure"
Shigellosis,"high blood pressure, shortness of breath, fatigue, cough, loss of taste or smell"
Shigellosis,"loss of taste or smell, fatigue, cough, high blood pressure, shortness of breath"
Shigellosis,"shortness of breath, high blood pressure, fatigue, loss of taste or smell, cough"
Shigellosis,"high blood pressure, fatigue, loss of taste or smell, shortness of breath, cough"
Sickle Cell Disease,"leg ulcers, frequent headaches, weakness, frequent infections, pain crises"
Sickle Cell Disease,"frequent infections, frequent headaches, weakness, pain crises, leg ulcers"
Sickle Cell Disease,"frequent infections, pain crises, leg ulcers, frequent headaches, weakness"
Sickle Cell Disease,"pain crises, frequent infections, weakness, frequent headaches, leg ulcers"
Sickle Cell Disease,"frequent headaches, leg ulcers, frequent infections, pain crises, weakness"
Sickle Cell Disease,"pain crises, weakness, frequent headaches, leg ulcers, frequent infections"
Sickle Cell Disease,"frequent infections, frequent headaches, weakness, leg ulcers, pain crises"
Sickle Cell Disease,"frequent headaches, pain crises, leg ulcers, frequent infections, weakness"
Sickle Cell Disease,"frequent infections, leg ulcers, frequent headaches, pain crises, weakness"
Sickle Cell Disease,"weakness, pain crises, leg ulcers, frequent headaches, frequent infections"
Sinusitis,"facial pain, nasal congestion, postnasal drip, pressure around eyes, loss of appetite"
Sinusitis,"nasal congestion, facial pain, loss of appetite, pressure around eyes, postnasal drip"
Sinusitis,"pressure around eyes, loss of appetite, postnasal drip, facial pain, nasal congestion"
Sinusitis,"postnasal drip, nasal congestion, loss of appetite, facial pain, pressure around eyes"
Sinusitis,"nasal congestion, loss of appetite, pressure around eyes, facial pain, postnasal drip"
Sinusitis,"pressure around eyes, facial pain, nasal congestion, loss of appetite, postnasal drip"
Sinusitis,"facial pain, nasal congestion, loss of appetite, pressure around eyes, postnasal drip"
Sinusitis,"postnasal drip, pressure around eyes, loss of appetite, nasal congestion, facial pain"
Sinusitis,"postnasal drip, nasal congestion, pressure around eyes, facial pain, loss of appetite"
Sinusitis,"pressure around eyes, nasal congestion, loss of appetite, facial pain, postnasal drip"
Sleep Apnea,"tightness in chest, chills, sweating, high fever, headache"
Sleep Apnea,"tightness in chest, headache, chills, high fever, sweating"
Sleep Apnea,"chills, sweating, tightness in chest, headache, high fever"
Sleep Apnea,"headache, chills, tightness in chest, sweating, high fever"
Sleep Apnea,"sweating, chills, tightness in chest, high fever, headache"
Sleep Apnea,"chills, sweating, high fever, tightness in chest, headache"
Sleep Apnea,"headache, sweating, chills, tightness in chest, high fever"
Sleep Apnea,"high fever, chills, headache, sweating, tightness in chest"
Sleep Apnea,"chills, high fever, sweating, tightness in chest, headache"
Sleep Apnea,"chills, headache, tightness in chest, sweating, high fever"
Stroke,"sudden weakness, difficulty speaking, vision problems, loss of balance, severe headache"
Stroke,"sudden weakness, loss of balance, difficulty speaking, vision problems, severe headache"
Stroke,"severe headache, vision problems, difficulty speaking, loss of balance, sudden weakness"
Stroke,"severe headache, vision problems, difficulty speaking, sudden weakness, loss of balance"
Stroke,"difficulty speaking, sudden weakness, vision problems, severe headache, loss of balance"
Stroke,"vision problems, difficulty speaking, severe headache, sudden weakness, loss of balance"
Stroke,"difficulty speaking, severe headache, vision problems, sudden weakness, loss of balance"
Stroke,"sudden weakness, vision problems, severe headache, difficulty speaking, loss of balance"
Stroke,"loss of balance, vision problems, difficulty speaking, sudden weakness, severe headache"
Stroke,"difficulty speaking, severe headache, loss of balance, sudden weakness, vision problems"
Syphilis,"dry mouth, dehydration, low blood pressure, severe diarrhea, vomiting"
Syphilis,"low blood pressure, vomiting, dry mouth, severe diarrhea, dehydration"
Syphilis,"severe diarrhea, dry mouth, dehydration, vomiting, low blood pressure"
Syphilis,"dehydration, severe diarrhea, vomiting, low blood pressure, dry mouth"
Syphilis,"low blood pressure, dehydration, vomiting, severe diarrhea, dry mouth"
Syphilis,"dehydration, vomiting, severe diarrhea, dry mouth, low blood pressure"
Syphilis,"dehydration, dry mouth, vomiting, low blood pressure, severe diarrhea"
Syphilis,"low blood pressure, dehydration, severe diarrhea, vomiting, dry mouth"
Syphilis,"dry mouth, severe diarrhea, vomiting, low blood pressure, dehydration"
Syphilis,"vomiting, severe diarrhea, dehydration, low blood pressure, dry mouth"
Tapeworm Infection,"weight loss, nausea, abdominal bloating, worm segments in stool, fatigue"
Tapeworm Infection,"nausea, abdominal bloating, worm segments in stool, weight loss, fatigue"
Tapeworm Infection,"fatigue, abdominal bloating, worm segments in stool, weight loss, nausea"
Tapeworm Infection,"nausea, abdominal bloating, weight loss, fatigue, worm segments in stool"
Tapeworm Infection,"worm segments in stool, abdominal bloating, fatigue, nausea, weight loss"
Tapeworm Infection,"worm segments in stool, fatigue, weight loss, abdominal bloating, nausea"
Tapeworm Infection,"abdominal bloating, fatigue, nausea, weight loss, worm segments in stool"
Tapeworm Infection,"abdominal bloating, worm segments in stool, fatigue, weight loss, nausea"
Tapeworm Infection,"weight loss, abdominal bloating, fatigue, nausea, worm segments in stool"
Tapeworm Infection,"worm segments in stool, nausea, abdominal bloating, fatigue, weight loss"
Tetanus,"jaw stiffness, muscle spasms, difficulty swallowing, fever, confusion"
Tetanus,"confusion, muscle spasms, jaw stiffness, fever, difficulty swallowing"
Tetanus,"fever, confusion, difficulty swallowing, muscle spasms, jaw stiffness"
Tetanus,"jaw stiffness, confusion, fever, difficulty swallowing, muscle spasms"
Tetanus,"difficulty swallowing, muscle spasms, fever, jaw stiffness, confusion"
Tetanus,"fever, jaw stiffness, confusion, difficulty swallowing, muscle spasms"
Tetanus,"difficulty swallowing, jaw stiffness, confusion, muscle spasms, fever"
Tetanus,"confusion, muscle spasms, difficulty swallowing, fever, jaw stiffness"
Tetanus,"confusion, difficulty swallowing, muscle spasms, jaw stiffness, fever"
