Disease,Symptom1,Symptom2,Symptom3,Symptom4,Symptom5
Pneumonia,numbness,chest pain,cough,fatigue,shortness of breath
Pneumonia,cough,shortness of breath,fatigue,numbness,chest pain
Pneumonia,fatigue,chest pain,shortness of breath,cough,numbness
Pneumonia,shortness of breath,fatigue,cough,numbness,chest pain
Pneumonia,fatigue,cough,chest pain,numbness,shortness of breath
Pneumonia,cough,chest pain,numbness,fatigue,shortness of breath
Pneumonia,shortness of breath,numbness,chest pain,fatigue,cough
Polycystic Ovary Syndrome,slow wound healing,dehydration,low blood pressure,severe diarrhea,vomiting
Polycystic Ovary Syndrome,slow wound healing,severe diarrhea,low blood pressure,vomiting,dehydration
Polycystic Ovary Syndrome,dehydration,low blood pressure,slow wound healing,vomiting,severe diarrhea
Polycystic Ovary Syndrome,severe diarrhea,vomiting,slow wound healing,low blood pressure,dehydration
Polycystic Ovary Syndrome,dehydration,low blood pressure,vomiting,slow wound healing,severe diarrhea
Polycystic Ovary Syndrome,slow wound healing,low blood pressure,vomiting,dehydration,severe diarrhea
Polycystic Ovary Syndrome,vomiting,severe diarrhea,dehydration,slow wound healing,low blood pressure
Polycystic Ovary Syndrome,dehydration,vomiting,slow wound healing,low blood pressure,severe diarrhea
Polycystic Ovary Syndrome,slow wound healing,vomiting,severe diarrhea,low blood pressure,dehydration
Polycystic Ovary Syndrome,low blood pressure,dehydration,severe diarrhea,slow wound healing,vomiting
Pontiac Fever,fever,chills,headache,muscle pain,fatigue
Pontiac Fever,fatigue,fever,headache,muscle pain,chills
Pontiac Fever,muscle pain,fatigue,chills,fever,headache
Pontiac Fever,fever,headache,muscle pain,fatigue,chills
Pontiac Fever,chills,headache,muscle pain,fever,fatigue
Pontiac Fever,muscle pain,chills,fever,fatigue,headache
Pontiac Fever,fever,muscle pain,headache,chills,fatigue
Pontiac Fever,muscle pain,fatigue,headache,chills,fever
Pontiac Fever,headache,chills,fever,fatigue,muscle pain
Pontiac Fever,chills,fever,muscle pain,headache,fatigue
Prostate Cancer,skin sores,chest pain,cough,shortness of breath,fatigue
Prostate Cancer,fatigue,shortness of breath,cough,chest pain,skin sores
Prostate Cancer,fatigue,shortness of breath,chest pain,cough,skin sores
Prostate Cancer,chest pain,cough,fatigue,skin sores,shortness of breath
Prostate Cancer,fatigue,cough,skin sores,shortness of breath,chest pain
Prostate Cancer,fatigue,skin sores,shortness of breath,cough,chest pain
Prostate Cancer,cough,skin sores,chest pain,fatigue,shortness of breath
Prostate Cancer,cough,fatigue,chest pain,skin sores,shortness of breath
Prostate Cancer,cough,chest pain,shortness of breath,fatigue,skin sores
Prostate Cancer,chest pain,cough,shortness of breath,skin sores,fatigue
Psittacosis,chills,dry cough,muscle pain,confusion,loss of appetite
Psittacosis,chills,dry cough,confusion,muscle pain,loss of appetite
Psittacosis,muscle pain,loss of appetite,dry cough,confusion,chills
Psittacosis,confusion,dry cough,loss of appetite,chills,muscle pain
Psittacosis,confusion,chills,dry cough,loss of appetite,muscle pain
Psittacosis,dry cough,chills,loss of appetite,muscle pain,confusion
Psittacosis,dry cough,muscle pain,confusion,chills,loss of appetite
Psittacosis,dry cough,muscle pain,loss of appetite,confusion,chills
Psittacosis,confusion,muscle pain,loss of appetite,dry cough,chills
Psittacosis,chills,dry cough,confusion,loss of appetite,muscle pain
Psoriasis,persistent chest pain,cough,loss of taste or smell,shortness of breath,fatigue
Psoriasis,shortness of breath,loss of taste or smell,cough,fatigue,persistent chest pain
Psoriasis,loss of taste or smell,persistent chest pain,fatigue,shortness of breath,cough
Psoriasis,persistent chest pain,loss of taste or smell,shortness of breath,fatigue,cough
Psoriasis,loss of taste or smell,fatigue,cough,persistent chest pain,shortness of breath
Psoriasis,fatigue,persistent chest pain,loss of taste or smell,shortness of breath,cough
Psoriasis,fatigue,persistent chest pain,cough,shortness of breath,loss of taste or smell
Psoriasis,shortness of breath,fatigue,cough,persistent chest pain,loss of taste or smell
Psoriasis,loss of taste or smell,fatigue,cough,shortness of breath,persistent chest pain
Psoriasis,loss of taste or smell,cough,shortness of breath,fatigue,persistent chest pain
Q Fever,moving worms under skin,chest pain,cough,shortness of breath,fatigue
Q Fever,chest pain,moving worms under skin,cough,fatigue,shortness of breath
Q Fever,chest pain,fatigue,cough,shortness of breath,moving worms under skin
Q Fever,moving worms under skin,fatigue,chest pain,cough,shortness of breath
Q Fever,shortness of breath,fatigue,cough,moving worms under skin,chest pain
Q Fever,cough,shortness of breath,chest pain,fatigue,moving worms under skin
Q Fever,fatigue,cough,shortness of breath,moving worms under skin,chest pain
Q Fever,shortness of breath,moving worms under skin,fatigue,chest pain,cough
Q Fever,fatigue,cough,moving worms under skin,shortness of breath,chest pain
Q Fever,moving worms under skin,cough,chest pain,fatigue,shortness of breath
Rabies,fear of water,excessive salivation,hallucinations,muscle spasms,confusion
Rabies,excessive salivation,fear of water,muscle spasms,confusion,hallucinations
Rabies,excessive salivation,fear of water,hallucinations,muscle spasms,confusion
Rabies,confusion,hallucinations,excessive salivation,muscle spasms,fear of water
Rabies,fear of water,muscle spasms,confusion,excessive salivation,hallucinations
Rabies,muscle spasms,hallucinations,excessive salivation,confusion,fear of water
Rabies,fear of water,excessive salivation,muscle spasms,hallucinations,confusion
Rabies,confusion,muscle spasms,hallucinations,excessive salivation,fear of water
Rabies,fear of water,hallucinations,muscle spasms,confusion,excessive salivation
Rabies,fear of water,muscle spasms,excessive salivation,confusion,hallucinations
Raynaud Disease,cold fingers or toes,numbness,pain in extremities,tingling,skin color changes
Raynaud Disease,numbness,tingling,pain in extremities,cold fingers or toes,skin color changes
Raynaud Disease,skin color changes,pain in extremities,cold fingers or toes,tingling,numbness
Raynaud Disease,tingling,numbness,skin color changes,pain in extremities,cold fingers or toes
Raynaud Disease,cold fingers or toes,numbness,tingling,pain in extremities,skin color changes
Raynaud Disease,cold fingers or toes,skin color changes,pain in extremities,numbness,tingling
Raynaud Disease,cold fingers or toes,tingling,pain in extremities,numbness,skin color changes
Raynaud Disease,pain in extremities,tingling,numbness,skin color changes,cold fingers or toes
Raynaud Disease,numbness,cold fingers or toes,pain in extremities,tingling,skin color changes
Raynaud Disease,tingling,cold fingers or toes,pain in extremities,skin color changes,numbness
Relapsing Fever,recurring high fever,muscle aches,dizziness,vomiting,loss of appetite
Relapsing Fever,dizziness,loss of appetite,muscle aches,recurring high fever,vomiting
Relapsing Fever,loss of appetite,dizziness,muscle aches,vomiting,recurring high fever
Relapsing Fever,muscle aches,recurring high fever,loss of appetite,dizziness,vomiting
Relapsing Fever,recurring high fever,muscle aches,dizziness,vomiting,loss of appetite
Relapsing Fever,recurring high fever,muscle aches,loss of appetite,dizziness,vomiting
Relapsing Fever,recurring high fever,muscle aches,vomiting,loss of appetite,dizziness
Relapsing Fever,dizziness,vomiting,recurring high fever,muscle aches,loss of appetite
Relapsing Fever,recurring high fever,loss of appetite,vomiting,muscle aches,dizziness
Relapsing Fever,dizziness,muscle aches,vomiting,loss of appetite,recurring high fever
Restless Legs Syndrome,uncontrollable leg movement,burning sensation in legs,worsening symptoms at night,tingling in legs,fatigue
Restless Legs Syndrome,burning sensation in legs,uncontrollable leg movement,tingling in legs,worsening symptoms at night,fatigue
Restless Legs Syndrome,fatigue,tingling in legs,burning sensation in legs,worsening symptoms at night,uncontrollable leg movement
Restless Legs Syndrome,worsening symptoms at night,fatigue,uncontrollable leg movement,burning sensation in legs,tingling in legs
Restless Legs Syndrome,burning sensation in legs,uncontrollable leg movement,worsening symptoms at night,fatigue,tingling in legs
Restless Legs Syndrome,worsening symptoms at night,burning sensation in legs,tingling in legs,uncontrollable leg movement,fatigue
Restless Legs Syndrome,fatigue,burning sensation in legs,tingling in legs,uncontrollable leg movement,worsening symptoms at night
Restless Legs Syndrome,uncontrollable leg movement,tingling in legs,worsening symptoms at night,fatigue,burning sensation in legs
Restless Legs Syndrome,worsening symptoms at night,tingling in legs,burning sensation in legs,uncontrollable leg movement,fatigue
Restless Legs Syndrome,tingling in legs,burning sensation in legs,uncontrollable leg movement,worsening symptoms at night,fatigue
Retinopathy,blurred vision,floaters,vision loss,difficulty seeing colors,fatigue
Retinopathy,fatigue,blurred vision,vision loss,difficulty seeing colors,floaters
Retinopathy,vision loss,fatigue,blurred vision,difficulty seeing colors,floaters
Retinopathy,difficulty seeing colors,fatigue,floaters,vision loss,blurred vision
Retinopathy,difficulty seeing colors,blurred vision,fatigue,vision loss,floaters
Retinopathy,floaters,fatigue,blurred vision,vision loss,difficulty seeing colors
Retinopathy,vision loss,fatigue,difficulty seeing colors,blurred vision,floaters
Retinopathy,floaters,blurred vision,fatigue,difficulty seeing colors,vision loss
Retinopathy,blurred vision,vision loss,fatigue,floaters,difficulty seeing colors
Retinopathy,difficulty seeing colors,fatigue,blurred vision,floaters,vision loss
Rheumatoid Arthritis,tingling,fever,night sweats,weight loss,fatigue
Rheumatoid Arthritis,fever,night sweats,weight loss,fatigue,tingling
Rheumatoid Arthritis,fatigue,night sweats,fever,tingling,weight loss
Rheumatoid Arthritis,night sweats,fever,tingling,fatigue,weight loss
Rheumatoid Arthritis,weight loss,fatigue,tingling,fever,night sweats
Rheumatoid Arthritis,fever,weight loss,night sweats,tingling,fatigue
Rheumatoid Arthritis,fatigue,tingling,fever,night sweats,weight loss
Rheumatoid Arthritis,night sweats,tingling,fever,weight loss,fatigue
Rheumatoid Arthritis,fever,fatigue,night sweats,tingling,weight loss
Rheumatoid Arthritis,fatigue,weight loss,night sweats,fever,tingling
Rocky Mountain Spotted Fever,muscle pain,cough,loss of taste or smell,shortness of breath,fatigue
Rocky Mountain Spotted Fever,fatigue,cough,muscle pain,shortness of breath,loss of taste or smell
Rocky Mountain Spotted Fever,cough,shortness of breath,loss of taste or smell,muscle pain,fatigue
Rocky Mountain Spotted Fever,fatigue,cough,loss of taste or smell,muscle pain,shortness of breath
Rocky Mountain Spotted Fever,loss of taste or smell,shortness of breath,muscle pain,fatigue,cough
Rocky Mountain Spotted Fever,fatigue,loss of taste or smell,cough,muscle pain,shortness of breath
Rocky Mountain Spotted Fever,shortness of breath,muscle pain,loss of taste or smell,cough,fatigue
Rocky Mountain Spotted Fever,loss of taste or smell,cough,muscle pain,fatigue,shortness of breath
Rocky Mountain Spotted Fever,fatigue,cough,loss of taste or smell,shortness of breath,muscle pain
Rocky Mountain Spotted Fever,cough,loss of taste or smell,fatigue,muscle pain,shortness of breath
Rotavirus,severe diarrhea,vomiting,dehydration,stomach pain,fatigue
Rotavirus,fatigue,vomiting,dehydration,severe diarrhea,stomach pain
Rotavirus,severe diarrhea,fatigue,stomach pain,vomiting,dehydration
Rotavirus,severe diarrhea,stomach pain,vomiting,dehydration,fatigue
Rotavirus,stomach pain,dehydration,fatigue,severe diarrhea,vomiting
Rotavirus,stomach pain,dehydration,severe diarrhea,vomiting,fatigue
Rotavirus,fatigue,vomiting,stomach pain,severe diarrhea,dehydration
Rotavirus,dehydration,vomiting,fatigue,severe diarrhea,stomach pain
Rotavirus,stomach pain,severe diarrhea,dehydration,vomiting,fatigue
Rotavirus,vomiting,severe diarrhea,dehydration,fatigue,stomach pain
Roundworm Infection,easy bruising,cough,loss of taste or smell,shortness of breath,fatigue
Roundworm Infection,loss of taste or smell,fatigue,shortness of breath,easy bruising,cough
Roundworm Infection,loss of taste or smell,easy bruising,fatigue,shortness of breath,cough
Roundworm Infection,loss of taste or smell,fatigue,easy bruising,cough,shortness of breath
Roundworm Infection,cough,easy bruising,fatigue,loss of taste or smell,shortness of breath
Roundworm Infection,cough,loss of taste or smell,easy bruising,shortness of breath,fatigue
Roundworm Infection,fatigue,loss of taste or smell,easy bruising,cough,shortness of breath
Roundworm Infection,cough,loss of taste or smell,fatigue,shortness of breath,easy bruising
Roundworm Infection,cough,loss of taste or smell,shortness of breath,easy bruising,fatigue
Roundworm Infection,shortness of breath,loss of taste or smell,easy bruising,cough,fatigue
Rubella,worsening symptoms at night,chills,sweating,high fever,headache
Rubella,worsening symptoms at night,sweating,headache,chills,high fever
Rubella,chills,worsening symptoms at night,sweating,headache,high fever
Rubella,high fever,worsening symptoms at night,sweating,headache,chills
Rubella,worsening symptoms at night,headache,high fever,chills,sweating
Rubella,high fever,worsening symptoms at night,chills,sweating,headache
Rubella,sweating,worsening symptoms at night,chills,high fever,headache
Rubella,headache,worsening symptoms at night,chills,high fever,sweating
Rubella,worsening symptoms at night,headache,high fever,sweating,chills
Rubella,sweating,worsening symptoms at night,headache,high fever,chills
SARS,liver damage,chills,sweating,high fever,headache
SARS,high fever,headache,sweating,liver damage,chills
SARS,chills,high fever,sweating,headache,liver damage
SARS,liver damage,chills,high fever,headache,sweating
SARS,high fever,headache,chills,sweating,liver damage
SARS,high fever,liver damage,headache,sweating,chills
SARS,high fever,sweating,chills,headache,liver damage
SARS,sweating,chills,high fever,headache,liver damage
SARS,high fever,chills,liver damage,sweating,headache
SARS,sweating,high fever,liver damage,chills,headache
Salmonella Infection,visual disturbances,cough,loss of taste or smell,shortness of breath,fatigue
Salmonella Infection,visual disturbances,loss of taste or smell,shortness of breath,fatigue,cough
Salmonella Infection,cough,visual disturbances,fatigue,loss of taste or smell,shortness of breath
Salmonella Infection,loss of taste or smell,visual disturbances,shortness of breath,fatigue,cough
Salmonella Infection,fatigue,shortness of breath,cough,loss of taste or smell,visual disturbances
Salmonella Infection,loss of taste or smell,fatigue,cough,visual disturbances,shortness of breath
Salmonella Infection,loss of taste or smell,shortness of breath,fatigue,cough,visual disturbances
Salmonella Infection,visual disturbances,shortness of breath,loss of taste or smell,cough,fatigue
Salmonella Infection,fatigue,visual disturbances,loss of taste or smell,cough,shortness of breath
Salmonella Infection,shortness of breath,loss of taste or smell,visual disturbances,fatigue,cough
Sarcoidosis,persistent dry cough,skin lump,swollen lymph nodes,joint pain,fatigue
Sarcoidosis,persistent dry cough,fatigue,swollen lymph nodes,skin lump,joint pain
Sarcoidosis,persistent dry cough,skin lump,joint pain,swollen lymph nodes,fatigue
Sarcoidosis,persistent dry cough,joint pain,skin lump,swollen lymph nodes,fatigue
Sarcoidosis,skin lump,joint pain,persistent dry cough,fatigue,swollen lymph nodes
Sarcoidosis,joint pain,persistent dry cough,fatigue,skin lump,swollen lymph nodes
Sarcoidosis,fatigue,joint pain,skin lump,swollen lymph nodes,persistent dry cough
Sarcoidosis,joint pain,fatigue,skin lump,swollen lymph nodes,persistent dry cough
Sarcoidosis,persistent dry cough,joint pain,fatigue,swollen lymph nodes,skin lump
Sarcoidosis,persistent dry cough,joint pain,fatigue,skin lump,swollen lymph nodes
Scabies,intense itching,rash,burrow tracks on skin,skin sores,vomiting
Scabies,rash,vomiting,skin sores,intense itching,burrow tracks on skin
Scabies,skin sores,burrow tracks on skin,intense itching,vomiting,rash
Scabies,vomiting,rash,burrow tracks on skin,intense itching,skin sores
Scabies,burrow tracks on skin,intense itching,skin sores,rash,vomiting
Scabies,vomiting,skin sores,rash,burrow tracks on skin,intense itching
Scabies,vomiting,intense itching,skin sores,burrow tracks on skin,rash
Scabies,vomiting,skin sores,intense itching,rash,burrow tracks on skin
Scabies,burrow tracks on skin,skin sores,vomiting,rash,intense itching
Scabies,vomiting,intense itching,skin sores,rash,burrow tracks on skin
Schistosomiasis,brain inflammation,cough,loss of taste or smell,shortness of breath,fatigue
Schistosomiasis,shortness of breath,fatigue,cough,loss of taste or smell,brain inflammation
Schistosomiasis,shortness of breath,loss of taste or smell,fatigue,brain inflammation,cough
Schistosomiasis,shortness of breath,loss of taste or smell,brain inflammation,cough,fatigue
Schistosomiasis,loss of taste or smell,cough,shortness of breath,fatigue,brain inflammation
Schistosomiasis,cough,loss of taste or smell,shortness of breath,brain inflammation,fatigue
Schistosomiasis,cough,brain inflammation,shortness of breath,fatigue,loss of taste or smell
Schistosomiasis,cough,brain inflammation,shortness of breath,loss of taste or smell,fatigue
Schistosomiasis,cough,shortness of breath,loss of taste or smell,fatigue,brain inflammation
Schistosomiasis,fatigue,shortness of breath,brain inflammation,loss of taste or smell,cough
Shigellosis,high blood pressure,cough,loss of taste or smell,shortness of breath,fatigue
Shigellosis,shortness of breath,fatigue,high blood pressure,loss of taste or smell,cough
Shigellosis,high blood pressure,fatigue,loss of taste or smell,shortness of breath,cough
Shigellosis,cough,shortness of breath,fatigue,high blood pressure,loss of taste or smell
Shigellosis,cough,loss of taste or smell,shortness of breath,fatigue,high blood pressure
Shigellosis,high blood pressure,fatigue,shortness of breath,cough,loss of taste or smell
Shigellosis,cough,fatigue,high blood pressure,shortness of breath,loss of taste or smell
Shigellosis,fatigue,shortness of breath,loss of taste or smell,high blood pressure,cough
Shigellosis,fatigue,shortness of breath,cough,loss of taste or smell,high blood pressure
Shigellosis,loss of taste or smell,high blood pressure,shortness of breath,fatigue,cough
Sickle Cell Disease,leg ulcers,frequent headaches,weakness,frequent infections,pain crises
Sickle Cell Disease,leg ulcers,frequent headaches,pain crises,weakness,frequent infections
Sickle Cell Disease,weakness,frequent infections,frequent headaches,pain crises,leg ulcers
Sickle Cell Disease,leg ulcers,weakness,frequent headaches,frequent infections,pain crises
Sickle Cell Disease,weakness,leg ulcers,frequent infections,pain crises,frequent headaches
Sickle Cell Disease,frequent infections,leg ulcers,pain crises,frequent headaches,weakness
Sickle Cell Disease,weakness,pain crises,frequent infections,leg ulcers,frequent headaches
Sickle Cell Disease,leg ulcers,frequent infections,pain crises,frequent headaches,weakness
Sickle Cell Disease,leg ulcers,weakness,frequent headaches,pain crises,frequent infections
Sickle Cell Disease,pain crises,leg ulcers,frequent headaches,weakness,frequent infections
Sinusitis,facial pain,nasal congestion,postnasal drip,pressure around eyes,loss of appetite
Sinusitis,loss of appetite,nasal congestion,postnasal drip,facial pain,pressure around eyes
Sinusitis,facial pain,loss of appetite,pressure around eyes,nasal congestion,postnasal drip
Sinusitis,pressure around eyes,postnasal drip,loss of appetite,nasal congestion,facial pain
Sinusitis,nasal congestion,facial pain,postnasal drip,loss of appetite,pressure around eyes
Sinusitis,nasal congestion,loss of appetite,facial pain,postnasal drip,pressure around eyes
Sinusitis,postnasal drip,pressure around eyes,facial pain,loss of appetite,nasal congestion
Sinusitis,pressure around eyes,loss of appetite,nasal congestion,postnasal drip,facial pain
Sinusitis,nasal congestion,loss of appetite,postnasal drip,facial pain,pressure around eyes
Sinusitis,pressure around eyes,nasal congestion,loss of appetite,postnasal drip,facial pain
Sleep Apnea,tightness in chest,chills,sweating,high fever,headache
Sleep Apnea,high fever,sweating,chills,tightness in chest,headache
Sleep Apnea,sweating,tightness in chest,headache,high fever,chills
Sleep Apnea,high fever,chills,headache,tightness in chest,sweating
Sleep Apnea,high fever,headache,sweating,tightness in chest,chills
Sleep Apnea,tightness in chest,headache,sweating,high fever,chills
Sleep Apnea,tightness in chest,sweating,chills,high fever,headache
Sleep Apnea,sweating,tightness in chest,high fever,headache,chills
Sleep Apnea,high fever,tightness in chest,chills,headache,sweating
Sleep Apnea,tightness in chest,high fever,chills,headache,sweating
Stroke,sudden weakness,difficulty speaking,vision problems,loss of balance,severe headache
Stroke,severe headache,sudden weakness,loss of balance,vision problems,difficulty speaking
Stroke,difficulty speaking,sudden weakness,vision problems,loss of balance,severe headache
Stroke,sudden weakness,loss of balance,severe headache,difficulty speaking,vision problems
Stroke,vision problems,difficulty speaking,loss of balance,severe headache,sudden weakness
Stroke,loss of balance,difficulty speaking,vision problems,sudden weakness,severe headache
Stroke,sudden weakness,difficulty speaking,vision problems,severe headache,loss of balance
Stroke,loss of balance,sudden weakness,vision problems,severe headache,difficulty speaking
Stroke,difficulty speaking,severe headache,vision problems,loss of balance,sudden weakness
Stroke,vision problems,sudden weakness,loss of balance,difficulty speaking,severe headache
Syphilis,dry mouth,dehydration,low blood pressure,severe diarrhea,vomiting
Syphilis,low blood pressure,dehydration,dry mouth,vomiting,severe diarrhea
Syphilis,dehydration,vomiting,low blood pressure,dry mouth,severe diarrhea
Syphilis,vomiting,low blood pressure,dry mouth,dehydration,severe diarrhea
Syphilis,severe diarrhea,low blood pressure,dehydration,dry mouth,vomiting
Syphilis,low blood pressure,vomiting,dry mouth,dehydration,severe diarrhea
Syphilis,severe diarrhea,dry mouth,vomiting,low blood pressure,dehydration
Syphilis,dry mouth,severe diarrhea,low blood pressure,vomiting,dehydration
Syphilis,dehydration,dry mouth,severe diarrhea,vomiting,low blood pressure
Syphilis,vomiting,dry mouth,low blood pressure,severe diarrhea,dehydration
Tapeworm Infection,weight loss,nausea,abdominal bloating,worm segments in stool,fatigue
Tapeworm Infection,fatigue,nausea,worm segments in stool,abdominal bloating,weight loss
Tapeworm Infection,worm segments in stool,abdominal bloating,weight loss,fatigue,nausea
Tapeworm Infection,abdominal bloating,weight loss,fatigue,worm segments in stool,nausea
Tapeworm Infection,abdominal bloating,worm segments in stool,weight loss,fatigue,nausea
Tapeworm Infection,fatigue,abdominal bloating,worm segments in stool,weight loss,nausea
Tapeworm Infection,fatigue,worm segments in stool,abdominal bloating,nausea,weight loss
Tapeworm Infection,weight loss,fatigue,nausea,abdominal bloating,worm segments in stool
Tapeworm Infection,nausea,abdominal bloating,fatigue,worm segments in stool,weight loss
Tapeworm Infection,worm segments in stool,weight loss,fatigue,nausea,abdominal bloating
Tetanus,jaw stiffness,muscle spasms,difficulty swallowing,fever,confusion
Tetanus,confusion,fever,difficulty swallowing,jaw stiffness,muscle spasms
Tetanus,jaw stiffness,muscle spasms,confusion,difficulty swallowing,fever
Tetanus,jaw stiffness,confusion,fever,muscle spasms,difficulty swallowing
Tetanus,muscle spasms,fever,difficulty swallowing,jaw stiffness,confusion
Tetanus,jaw stiffness,difficulty swallowing,muscle spasms,fever,confusion
Tetanus,jaw stiffness,confusion,muscle spasms,fever,difficulty swallowing
Tetanus,fever,difficulty swallowing,muscle spasms,jaw stiffness,confusion
Tetanus,fever,muscle spasms,difficulty swallowing,confusion,jaw stiffness
Tetanus,muscle spasms,confusion,difficulty swallowing,fever,jaw stiffness
Thalassemia,pale skin,delayed growth,bone deformities,dark urine,fatigue
Thalassemia,bone deformities,fatigue,pale skin,delayed growth,dark urine
Thalassemia,dark urine,bone deformities,pale skin,fatigue,delayed growth
Thalassemia,fatigue,delayed growth,pale skin,dark urine,bone deformities
Thalassemia,fatigue,delayed growth,bone deformities,pale skin,dark urine
Thalassemia,pale skin,fatigue,bone deformities,dark urine,delayed growth
Thalassemia,dark urine,bone deformities,delayed growth,fatigue,pale skin
Thalassemia,delayed growth,fatigue,dark urine,pale skin,bone deformities
Thalassemia,bone deformities,dark urine,delayed growth,fatigue,pale skin
Thalassemia,pale skin,fatigue,dark urine,delayed growth,bone deformities
Tinnitus,ringing in ears,hearing loss,dizziness,ear fullness,headache
Tinnitus,headache,hearing loss,dizziness,ringing in ears,ear fullness
Tinnitus,dizziness,ear fullness,hearing loss,ringing in ears,headache
Tinnitus,ringing in ears,headache,ear fullness,hearing loss,dizziness
Tinnitus,dizziness,headache,ear fullness,hearing loss,ringing in ears
Tinnitus,ear fullness,headache,hearing loss,ringing in ears,dizziness
Tinnitus,hearing loss,dizziness,ear fullness,ringing in ears,headache
Tinnitus,hearing loss,dizziness,headache,ear fullness,ringing in ears
Tinnitus,dizziness,hearing loss,ringing in ears,headache,ear fullness
Tinnitus,hearing loss,ringing in ears,headache,dizziness,ear fullness
Toxoplasmosis,sharp lower abdominal pain,dehydration,low blood pressure,severe diarrhea,vomiting
Toxoplasmosis,dehydration,vomiting,low blood pressure,severe diarrhea,sharp lower abdominal pain
Toxoplasmosis,vomiting,sharp lower abdominal pain,severe diarrhea,low blood pressure,dehydration
Toxoplasmosis,sharp lower abdominal pain,vomiting,dehydration,severe diarrhea,low blood pressure
Toxoplasmosis,vomiting,sharp lower abdominal pain,dehydration,low blood pressure,severe diarrhea
Toxoplasmosis,sharp lower abdominal pain,vomiting,low blood pressure,severe diarrhea,dehydration
Toxoplasmosis,dehydration,vomiting,sharp lower abdominal pain,low blood pressure,severe diarrhea
Toxoplasmosis,severe diarrhea,vomiting,dehydration,low blood pressure,sharp lower abdominal pain
Toxoplasmosis,low blood pressure,severe diarrhea,dehydration,sharp lower abdominal pain,vomiting
Toxoplasmosis,severe diarrhea,dehydration,sharp lower abdominal pain,vomiting,low blood pressure
Trichinosis,muscle pain,fever,swelling around eyes,diarrhea,vomiting
Trichinosis,swelling around eyes,vomiting,muscle pain,fever,diarrhea
Trichinosis,vomiting,diarrhea,fever,swelling around eyes,muscle pain
Trichinosis,diarrhea,vomiting,fever,swelling around eyes,muscle pain
Trichinosis,fever,vomiting,muscle pain,swelling around eyes,diarrhea
Trichinosis,diarrhea,vomiting,fever,muscle pain,swelling around eyes
Trichinosis,diarrhea,muscle pain,vomiting,fever,swelling around eyes
Trichinosis,diarrhea,swelling around eyes,muscle pain,vomiting,fever
Trichinosis,diarrhea,swelling around eyes,fever,vomiting,muscle pain
Trichinosis,swelling around eyes,vomiting,fever,muscle pain,diarrhea
Tuberculosis,throbbing headache,chest pain,cough,shortness of breath,fatigue
Tuberculosis,fatigue,cough,throbbing headache,chest pain,shortness of breath
Tuberculosis,throbbing headache,fatigue,shortness of breath,cough,chest pain
Tuberculosis,shortness of breath,cough,chest pain,fatigue,throbbing headache
Tuberculosis,fatigue,cough,chest pain,shortness of breath,throbbing headache
Tuberculosis,fatigue,shortness of breath,cough,throbbing headache,chest pain
Tuberculosis,cough,fatigue,chest pain,shortness of breath,throbbing headache
Tuberculosis,shortness of breath,fatigue,throbbing headache,chest pain,cough
Tuberculosis,throbbing headache,chest pain,shortness of breath,fatigue,cough
Tuberculosis,shortness of breath,chest pain,cough,throbbing headache,fatigue
Tularemia,frequent headaches,fever,night sweats,weight loss,fatigue
Tularemia,fatigue,fever,weight loss,night sweats,frequent headaches
Tularemia,weight loss,fatigue,night sweats,frequent headaches,fever
Tularemia,fatigue,night sweats,frequent headaches,fever,weight loss
Tularemia,frequent headaches,weight loss,fever,night sweats,fatigue
Tularemia,weight loss,frequent headaches,fatigue,fever,night sweats
Tularemia,weight loss,fatigue,fever,frequent headaches,night sweats
Tularemia,night sweats,fever,weight loss,frequent headaches,fatigue
Tularemia,frequent headaches,weight loss,fatigue,fever,night sweats
Tularemia,frequent headaches,fatigue,fever,weight loss,night sweats
Typhoid,coordination issues,chills,sweating,high fever,headache
Typhoid,high fever,chills,sweating,headache,coordination issues
Typhoid,coordination issues,high fever,sweating,headache,chills
Typhoid,headache,sweating,coordination issues,high fever,chills
Typhoid,coordination issues,chills,headache,sweating,high fever
Typhoid,coordination issues,high fever,headache,chills,sweating
Typhoid,sweating,high fever,headache,chills,coordination issues
Typhoid,high fever,chills,headache,coordination issues,sweating
Typhoid,chills,high fever,coordination issues,sweating,headache
Typhoid,high fever,sweating,chills,headache,coordination issues
Ulcerative Colitis,heartburn,fever,night sweats,weight loss,fatigue
Ulcerative Colitis,weight loss,heartburn,fatigue,night sweats,fever
Ulcerative Colitis,fatigue,weight loss,fever,heartburn,night sweats
Ulcerative Colitis,fever,heartburn,fatigue,night sweats,weight loss
Ulcerative Colitis,night sweats,fatigue,fever,weight loss,heartburn
Ulcerative Colitis,heartburn,weight loss,night sweats,fever,fatigue
Ulcerative Colitis,fever,heartburn,night sweats,fatigue,weight loss
Ulcerative Colitis,weight loss,night sweats,fever,heartburn,fatigue
Ulcerative Colitis,fever,weight loss,heartburn,fatigue,night sweats
Ulcerative Colitis,fever,fatigue,night sweats,weight loss,heartburn
Urinary tract infection,foul smell of urine,burning micturition,continuous feel of urine,bladder discomfort,pain in pelvis
Urinary tract infection,burning micturition,bladder discomfort,pain in pelvis,foul smell of urine,continuous feel of urine
Urinary tract infection,burning micturition,bladder discomfort,pain in pelvis,continuous feel of urine,foul smell of urine
